County,CountyDrinking,Population,Excessive,BirthDefectCases,Lower CI (%) (with nulls),BDPrevalence,Upper CI (%) (with nulls),Data Suppression (with nulls) (infants),Texas big cities,Texas small cities,Birth Defect,Color nulls supressed data (CI dash),Color nulls supressed data (infants),,,,,,Drinking Error Margin,DrinkingZ,Geometry (generated),Latitude (generated),Longitude (generated),GDPcap,FIPS,FIPS State,OverdoseRate,Standard Deviation,Lower Confidence Limit,Upper Confidence Limit,Urban/Rural Category,Census Division,Area,PopDensity,Age,BelowPoverty,SmokingRate,Chlamydia,TeenBirth,AirPollution,PhysEnvi,HousingProblem,Obesity,Diabetes,HigherBD,AfricanA,White
Refugio,0.17,"6,741",1145.97,53,5.14%,0.0687,8.98%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.72,"POLYGON((-97.2608 28.0758,-97.3171 28.1374,-97.3439 28.1202,-97.4271 28.1178,-97.4223 28.1423,-97.4698 28.1544,-97.474 28.1782,-97.5213 28.1513,-97.5411 28.1647,-97.3757 28.3885,-97.1608 28.5535,-97.1052 28.5548,-97.0908 28.5346,-97.0491 28.55,-96.9821 28.4996,-96.9251 28.4884,-96.891 28.5072,-96.8076 28.432,-96.7857 28.4476,-96.7832 28.4004,-96.8589 28.4176,-96.7905 28.3192,-97.1235 28.2728,-97.1022 28.2266,-97.0373 28.2013,-97.2415 28.0623,-97.2608 28.0758))",28.3093,-97.1471,67647.00,48391,48,14.38125,2.93438,9.75311,21.20878,Noncore,7,770,9,42.6,28.4,14,425.3,50,9.3,158.00,12,29,12,0.08980,5.7,41.9
Roberts,0.21,827,173.67,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,20-22%,NA,"POLYGON((-101.0861 35.6253,-101.0857 36.0553,-101.0857 36.0576,-100.5467 36.0565,-100.5402 36.0565,-100.5402 35.6193,-101.0859 35.6191,-101.0861 35.6253))",35.8244,-100.8135,68361.00,48393,48,11.5661,3.35199,6.75906,19.78905,Noncore,7,924,1,41.8,7.8,13,,,6.8,,5,28,11,,0.0,85.8
Robertson,0.18,"16,757",3016.26,137,5.43%,0.0652,7.61%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.06,"POLYGON((-96.8291 31.1059,-96.5969 31.2209,-96.3192 31.3571,-96.3311 31.2523,-96.2974 31.1809,-96.2804 31.0945,-96.2432 31.0614,-96.2603 31.0151,-96.2411 30.9737,-96.3362 30.9217,-96.3874 30.864,-96.4577 30.7443,-96.5678 30.6953,-96.6214 30.7307,-96.6126 30.7595,-96.6443 30.7788,-96.6413 30.8181,-96.6949 30.8645,-96.6984 30.9088,-96.7264 30.8987,-96.7563 30.9272,-96.771 30.9722,-96.7464 30.9931,-96.8291 31.1059))",31.0267,-96.5129,68799.00,48395,48,13.79214,2.09409,10.29259,18.48367,Noncore,7,855,21,41.6,23.6,16,696.3,48,9.8,111.00,15,32,12,0.07610,19.4,57.5
Rockwall,0.21,"107,819",22641.99,720,6.27%,0.0677,7.26%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,20-22%,1.63,"POLYGON((-96.519 32.8136,-96.5169 32.9823,-96.2972 32.9818,-96.2973 32.8417,-96.2974 32.8142,-96.519 32.8136))",32.8972,-96.4077,69038.00,48397,48,10.28378,0.87757,8.70754,12.14589,Large Fringe Metro,7,127,"1,159",37.3,7.4,13,221.2,13,10.5,153.00,14,25,10,0.07260,6.2,71.2
Runnels,0.17,"9,900",1683,58,4.09%,0.0539,6.96%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.4,"POLYGON((-100.1112 31.5803,-100.2346 31.5814,-100.2358 31.693,-100.2351 32.0824,-100.1519 32.0826,-99.714 32.0821,-99.7217 31.5768,-100.1112 31.5803))",31.839,-99.9766,69691.00,48399,48,8.13017,1.77825,5.36976,12.3073,Noncore,7,"1,051",9,41.2,22.2,15,199.0,38,7.8,88.00,8,30,12,0.06960,2.0,61.6
Rusk,0.17,"52,214",8876.38,270,3.96%,0.0449,5.03%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.41,"POLYGON((-94.9854 32.3708,-94.6383 32.3705,-94.6008 32.36,-94.5794 32.3944,-94.5567 32.407,-94.4918 32.3944,-94.4934 32.3565,-94.5307 32.2719,-94.5803 32.2013,-94.5807 32.1593,-94.6015 32.0799,-94.6 31.9732,-94.5114 31.974,-94.5114 31.924,-94.4805 31.9019,-94.4523 31.8443,-94.9371 31.8455,-94.985 31.8462,-94.9853 32.138,-94.9854 32.3708))",32.1261,-94.7873,70580.00,48401,48,11.76244,1.19506,9.65293,14.3337,Micropolitan,7,924,59,39.3,24.3,17,282.6,49,10.2,206.00,12,36,15,0.05030,16.7,64.1
Sabine,0.15,"9,894",1484.1,48,3.58%,0.0485,6.43%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,14-16%,-1.52,"POLYGON((-93.9111 31.1581,-94.039 31.1343,-94.0484 31.1456,-94.0296 31.2404,-94.0471 31.2959,-94.0226 31.3638,-94.0442 31.41,-93.9832 31.4661,-93.9845 31.5694,-93.8969 31.6119,-93.8349 31.5862,-93.785 31.526,-93.7125 31.5134,-93.7495 31.4687,-93.6926 31.4372,-93.7049 31.4109,-93.6741 31.3977,-93.6691 31.3654,-93.6875 31.3108,-93.5984 31.2311,-93.6003 31.1762,-93.9111 31.1581))",31.3731,-93.8461,71357.00,48403,48,15.18083,2.6909,10.80809,21.32431,Noncore,7,492,21,53.9,25.5,17,270.1,44,9.2,178.00,15,33,13,0.06430,6.9,86.1
San Augustine,0.14,"7,918",1108.52,33,2.55%,0.037,5.20%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,14-15%,-1.99,"POLYGON((-94.3989 31.6536,-94.0907 31.6206,-93.9845 31.5694,-93.9832 31.4661,-94.0442 31.41,-94.0226 31.3638,-94.0471 31.2959,-94.0296 31.2404,-94.0484 31.1456,-94.039 31.1343,-94.0483 31.1156,-94.1296 31.0993,-94.1929 31.1362,-94.2242 31.1757,-94.2622 31.1803,-94.3266 31.2248,-94.3396 31.2633,-94.3159 31.3045,-94.3304 31.3599,-94.3052 31.4218,-94.3209 31.445,-94.3003 31.5268,-94.311 31.5892,-94.3989 31.6536))",31.377,-94.1756,71664.00,48405,48,15.40966,2.9099,10.74144,22.10847,Noncore,7,531,15,48.5,43.7,20,413.1,50,9.3,211.00,17,32,15,0.05200,21.8,69.1
San Jacinto,0.17,"27,402",4658.34,120,3.41%,0.0415,4.89%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.46,"POLYGON((-95.1659 30.345,-95.2256 30.3195,-95.203 30.3506,-95.2355 30.3784,-95.308 30.4054,-95.3591 30.5045,-95.3275 30.8595,-95.3129 30.8979,-95.2524 30.9067,-95.2308 30.887,-95.231 30.8411,-95.2002 30.8246,-95.1312 30.7817,-95.1448 30.744,-95.1354 30.6938,-95.1096 30.6927,-95.1048 30.6579,-95.0546 30.6802,-95.0085 30.6061,-95.0286 30.5785,-94.9657 30.5766,-94.9403 30.5595,-94.8304 30.5416,-94.8674 30.5108,-94.8494 30.4936,-94.8426 30.4875,-95.1659 30.345))",30.6136,-95.1783,71715.00,48407,48,20.54137,2.21757,16.65368,25.33818,Noncore,7,569,53,44.3,29.5,17,372.1,46,10.0,220.00,15,30,13,0.04890,9.3,74.8
San Patricio,0.18,"68,755",12375.9,651,6.31%,0.0684,7.36%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.16,"POLYGON((-97.8831 28.0569,-97.9041 28.1142,-97.8178 28.1768,-97.5676 28.1297,-97.5411 28.1647,-97.5213 28.1513,-97.474 28.1782,-97.4698 28.1544,-97.4223 28.1423,-97.4271 28.1178,-97.3439 28.1202,-97.3171 28.1374,-97.2608 28.0758,-97.1872 27.9745,-97.1847 27.971,-97.1363 27.9044,-97.157 27.8731,-97.1569 27.8728,-97.2134 27.821,-97.2501 27.8764,-97.3548 27.8502,-97.3549 27.8502,-97.3312 27.8738,-97.5281 27.8474,-97.5895 27.8561,-97.6096 27.8904,-97.6383 27.8656,-97.6753 27.8825,-97.6911 27.9174,-97.8096 27.9416,-97.7985 27.9956,-97.8014 28.0383,-97.868 28.0412,-97.8831 28.0569))",27.9997,-97.5016,71876.00,48409,48,15.89485,1.26358,13.61122,18.56247,Medium Metro,7,693,104,37,27.6,15,250.9,47,9.7,209.00,16,36,10,0.07360,1.5,38.3
San Saba,0.17,"5,730",974.1,19,1.87%,0.031,4.85%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.43,"POLYGON((-98.9646 30.9214,-99.0924 30.922,-99.0923 30.941,-99.0906 31.4608,-99.0414 31.4905,-99.0183 31.4696,-98.9916 31.4842,-98.9939 31.4657,-98.9335 31.4375,-98.8695 31.4428,-98.8549 31.414,-98.7742 31.4126,-98.7794 31.3782,-98.7403 31.4076,-98.6974 31.4077,-98.7125 31.3474,-98.6549 31.359,-98.6434 31.3143,-98.5862 31.3224,-98.5983 31.2873,-98.6271 31.2809,-98.5627 31.2306,-98.569 31.1983,-98.5066 31.1672,-98.5484 31.1252,-98.5247 31.0888,-98.4999 31.1181,-98.4553 31.1082,-98.4842 31.0661,-98.4397 31.0295,-98.4592 31.0077,-98.4471 30.9518,-98.4145 30.9421,-98.4458 30.9214,-98.9646 30.9214))",31.2064,-98.8303,71887.00,48411,48,10.3474,2.45196,6.61866,16.17652,Noncore,7,"1,135",5,40.3,25.2,16,322.0,45,8.1,59.00,13,30,11,0.04850,3.2,64.4
Schleicher,0.19,"2,451",465.69,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,18-19%,0.48,"POLYGON((-100.9606 30.7061,-100.9622 31.0825,-100.6888 31.0866,-100.1152 31.088,-100.1162 30.7104,-100.9606 30.7061))",30.9013,-100.539,72100.00,48413,48,9.78298,2.74408,5.80749,16.47983,Noncore,7,"1,311",2,41.1,16.8,13,124.6,26,7.3,64.00,20,29,10,,1.3,44.6
Scurry,0.20,"16,932",3386.4,123,4.37%,0.0531,6.25%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.02,"POLYGON((-100.6606 32.5253,-101.1746 32.5277,-101.1734 32.9636,-101.0387 32.9702,-100.9902 32.965,-100.6559 32.9635,-100.6606 32.5253))",32.7541,-100.9166,72121.00,48415,48,11.46533,1.92412,8.30586,15.82799,Micropolitan,7,905,18,36,23.4,15,215.7,76,7.5,28.00,11,29,10,0.06250,4.5,52.8
Shackelford,0.18,"3,105",558.9,16,2.62%,0.0458,7.45%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.31,"POLYGON((-99.612 32.5147,-99.612 32.957,-99.4713 32.957,-99.096 32.957,-99.0961 32.5148,-99.1143 32.5148,-99.612 32.5147))",32.7367,-99.354,72230.00,48417,48,8.87848,2.45284,5.30679,14.8488,Noncore,7,914,4,42.5,16.8,15,358.2,34,7.7,112.00,13,30,11,0.07450,1.0,85.5
Shelby,0.16,"24,022",3843.52,161,3.84%,0.0454,5.24%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.93,"POLYGON((-94.5114 31.974,-94.0156 31.9799,-93.9708 31.92,-93.9299 31.9127,-93.8967 31.8853,-93.8791 31.8443,-93.8748 31.8223,-93.8226 31.7736,-93.8369 31.7502,-93.7945 31.7021,-93.8217 31.674,-93.8187 31.6146,-93.8349 31.5862,-93.8969 31.6119,-93.9845 31.5694,-94.0907 31.6206,-94.3989 31.6536,-94.4169 31.7061,-94.4241 31.8002,-94.4523 31.8443,-94.4805 31.9019,-94.5114 31.924,-94.5114 31.974))",31.7749,-94.127,72828.00,48419,48,14.02638,1.81396,10.91913,18.01916,Noncore,7,796,31,38.3,33.6,19,322.8,51,9.8,121.00,10,31,12,0.05240,17.7,61.1
Sherman,0.19,"2,782",528.58,19,2.79%,0.0463,7.24%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.7,"POLYGON((-102.163 36.0552,-102.1625 36.5003,-102.0323 36.5006,-101.6239 36.4995,-101.6235 36.0554,-102.163 36.0552))",36.2705,-101.8934,73855.00,48421,48,12.27494,3.27387,7.45917,20.20172,Noncore,7,923,3,36.5,15.3,14,,28,6.5,6.00,7,30,10,0.07240,1.1,53.3
Smith,0.18,"233,479",42026.22,"1,905",6.01%,0.0629,6.57%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.1,"POLYGON((-95.4493 32.3552,-95.5529 32.4534,-95.5943 32.4799,-95.5945 32.6871,-95.4603 32.6063,-95.33 32.6047,-95.238 32.5605,-95.2055 32.5723,-95.1829 32.541,-95.1534 32.5701,-95.1401 32.5499,-95.0933 32.5577,-95.0408 32.5324,-94.987 32.5373,-94.9854 32.3708,-94.9853 32.138,-95.4599 32.1356,-95.4779 32.1462,-95.4626 32.2018,-95.4887 32.2325,-95.4466 32.2958,-95.4493 32.3552))",32.4125,-95.2456,73862.00,48423,48,12.63564,0.63321,11.45553,13.93771,Small Metro,7,921,273,37.4,22.2,16,528.4,37,10.3,226.00,17,32,11,0.06570,17.3,59.6
Somervell,0.18,"9,205",1656.9,65,5.92%,0.0767,9.78%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.21,"POLYGON((-97.9456 32.2335,-97.7828 32.3165,-97.6153 32.3186,-97.6151 32.2036,-97.6309 32.2074,-97.8648 32.0873,-97.9456 32.2335))",32.2014,-97.7856,73880.00,48425,48,10.90258,2.36844,7.22089,16.46167,Noncore,7,186,54,43.2,14.8,16,217.4,23,9.1,81.00,15,28,11,0.09780,1.1,77.2
Starr,0.14,"65,920",9228.8,769,5.81%,0.0625,6.70%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,13-15%,-2.2,"POLYGON((-99.1674 26.5593,-99.1694 26.5717,-99.0111 26.675,-98.9542 26.7857,-98.4226 26.7835,-98.3207 26.7831,-98.3968 26.6253,-98.4858 26.4578,-98.5867 26.2575,-98.6542 26.236,-98.6794 26.2492,-98.7538 26.3317,-98.7898 26.3316,-98.8269 26.3696,-98.8962 26.3532,-98.9292 26.3932,-98.9465 26.3699,-98.9742 26.4011,-99.0106 26.3921,-99.04 26.4129,-99.0948 26.4109,-99.1109 26.4263,-99.0916 26.4764,-99.1284 26.5255,-99.1667 26.5361,-99.1674 26.5593))",26.5105,-98.7859,74009.00,48427,48,4.335,0.61338,3.29768,5.69759,Noncore,7,"1,223",54,29.5,51.1,20,423.2,74,8.6,119.00,22,32,9,0.06700,0.1,3.3
Stephens,0.19,"9,101",1729.19,59,4.46%,0.0586,7.56%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.51,"POLYGON((-98.5763 32.5152,-99.0961 32.5148,-99.096 32.957,-98.9509 32.9569,-98.5756 32.9543,-98.5763 32.5152))",32.7377,-98.836,75549.00,48429,48,8.81214,2.0146,5.71875,13.57486,Noncore,7,897,10,40.5,25.2,17,339.0,51,8.0,40.00,11,30,10,0.07560,2.5,71.4
Sterling,0.17,"1,372",233.24,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,16-18%,NA,"POLYGON((-100.8254 31.6962,-100.8611 31.7054,-100.8653 31.5623,-101.2676 31.5565,-101.2671 31.6509,-101.2642 32.0871,-101.184 32.0872,-100.8216 32.0866,-100.8254 31.6962))",31.8222,-101.0451,75645.00,48431,48,10.97645,3.14132,6.45355,18.66709,Noncore,7,923,1,35.9,3,17,,,7.2,,10,27,10,,1.9,55.3
Stonewall,0.16,"1,245",199.2,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,15-16%,-1.12,"POLYGON((-100.1442 32.96,-100.5192 32.9629,-100.5174 33.3979,-99.991 33.3974,-99.9888 32.9601,-100.1442 32.96))",33.1802,-100.2535,75821.00,48433,48,9.40235,2.94744,5.28386,16.72523,Noncore,7,916,1,46.6,22.1,15,,35,7.4,52.00,14,28,12,,3.2,75.0
Sutton,0.19,"3,372",640.68,33,4.71%,0.0685,9.62%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.48,"POLYGON((-100.9606 30.2878,-100.9606 30.7061,-100.1162 30.7104,-100.1165 30.2903,-100.7004 30.2883,-100.9606 30.2878))",30.4919,-100.5386,76555.00,48435,48,9.33875,2.52969,5.63477,15.47859,Noncore,7,"1,454",2,41.6,26.1,12,153.3,54,7.3,32.00,10,30,10,0.09620,0.6,36.2
Swisher,0.17,"6,971",1185.07,49,4.10%,0.0554,7.33%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.5,"POLYGON((-101.9985 34.7482,-101.6293 34.7476,-101.4716 34.7475,-101.4716 34.3123,-101.5649 34.3125,-101.998 34.313,-101.9985 34.7482))",34.535,-101.7351,77006.00,48437,48,9.13626,2.12218,5.89206,14.16627,Noncore,7,890,8,36.4,41.5,17,,75,7.3,42.00,13,28,10,0.07330,7.4,46.5
Tarrant,0.18,"2,110,640",379915.2,"20,740",7.39%,0.0749,7.59%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.03,"POLYGON((-97.5506 32.5554,-97.5442 32.9942,-97.3985 32.9902,-97.0324 32.9846,-97.0384 32.5487,-97.0868 32.5494,-97.5506 32.5554))",32.7708,-97.2917,77224.00,48439,48,12.63497,0.22206,12.2072,13.07788,Large Central Metro,7,865,"2,587",35.3,19.2,15,465.6,32,10.6,235.00,18,30,10,0.07590,16.3,46.8
Taylor,0.19,"143,208",27209.52,"1,034",4.80%,0.0511,5.42%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.43,"POLYGON((-100.1519 32.0826,-100.1465 32.5228,-99.6296 32.5207,-99.6296 32.5146,-99.6314 32.0813,-99.714 32.0821,-100.1519 32.0826))",32.3045,-99.8901,77307.00,48441,48,14.81524,0.87298,13.20308,16.62482,Small Metro,7,916,164,33,22.6,18,493.2,40,8.2,117.00,16,32,9,0.05420,7.3,63.5
Terrell,0.15,760,114,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,14-15%,-1.79,"POLYGON((-102.3207 29.8789,-102.5668 30.0527,-102.5669 30.2833,-102.3431 30.2841,-102.343 30.5988,-102.1384 30.5975,-102.1378 30.656,-101.7685 30.6534,-101.7092 30.6526,-101.6527 30.6204,-101.6634 30.5884,-101.6467 30.5508,-101.68 30.5217,-101.7003 30.4576,-101.7258 30.4718,-101.7408 30.4223,-101.6583 30.3563,-101.741 30.321,-101.7584 30.288,-101.7609 29.7821,-101.8062 29.7808,-101.8534 29.8079,-101.9335 29.7851,-102.0383 29.8031,-102.049 29.7856,-102.1161 29.7925,-102.1949 29.8371,-102.3207 29.8789))",30.2125,-102.1628,77489.00,48443,48,10.29687,3.80172,5.30101,20.00445,Noncore,7,"2,358",0.29,48.9,8.9,15,,,7.2,21.00,4,28,12,,1.1,42.7
Terry,0.18,"11,831",2129.58,115,4.96%,0.0608,7.19%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.08,"POLYGON((-102.595 32.9588,-102.5948 33.3885,-102.0759 33.3896,-102.0762 32.9597,-102.2085 32.959,-102.595 32.9588))",33.1754,-102.3353,77733.00,48445,48,10.09543,1.89951,7.04545,14.46566,Noncore,7,889,13,34.4,34.2,17,384.6,80,7.3,70.00,11,30,10,0.07190,4.3,39.3
Throckmorton,0.18,"1,440",259.2,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,17-18%,0,"POLYGON((-99.4713 32.957,-99.4724 33.399,-98.9539 33.3975,-98.9509 32.9569,-99.096 32.957,-99.4713 32.957))",33.1541,-99.2122,78045.00,48447,48,14.32269,3.89744,8.62382,23.789,Noncore,7,913,2,46.1,26.8,14,,,7.7,56.00,12,27,12,,1.0,82.4
Titus,0.17,"31,247",5311.99,236,4.31%,0.0494,5.57%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.21,"POLYGON((-95.1261 33.0346,-95.1255 33.3895,-95.0933 33.3976,-94.913 33.3845,-94.8898 33.395,-94.8088 33.3636,-94.8198 32.9829,-94.8626 33.0059,-94.9451 33.075,-95.0435 33.0698,-95.103 33.033,-95.1261 33.0346))",33.19,-94.9689,78644.00,48449,48,8.82283,1.2912,6.65169,11.703,Micropolitan,7,406,78,34.9,31.4,17,389.3,52,10.0,125.00,17,30,11,0.05570,9.2,45.1
Tom Green,0.19,"120,003",22800.57,"1,047",6.34%,0.0675,7.16%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.61,"POLYGON((-101.2679 31.5287,-101.2676 31.5565,-100.8653 31.5623,-100.8611 31.7054,-100.8254 31.6962,-100.2358 31.693,-100.2346 31.5814,-100.1112 31.5803,-100.1152 31.088,-100.6888 31.0866,-100.6931 31.524,-101.2679 31.5287))",31.3893,-100.4023,79626.00,48451,48,13.36805,0.89702,11.72559,15.24118,Small Metro,7,"1,522",78,36.4,22.7,15,596.9,38,8.0,90.00,14,29,11,0.07160,3.6,53.2
Travis,0.23,"1,290,188",296743.24,"8,796",5.50%,0.0562,5.74%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,22-23%,2.57,"POLYGON((-97.7102 30.0245,-97.989 30.2268,-98.173 30.3563,-98.1256 30.4262,-98.097 30.4675,-98.1164 30.5002,-98.0499 30.6242,-97.991 30.6098,-97.9567 30.6282,-97.9171 30.6049,-97.9151 30.5806,-97.8679 30.5465,-97.8484 30.4727,-97.8133 30.4474,-97.7537 30.4334,-97.7467 30.4494,-97.6888 30.4614,-97.5762 30.5018,-97.5282 30.4754,-97.5122 30.4852,-97.4456 30.4614,-97.3692 30.4195,-97.4925 30.21,-97.6494 30.0679,-97.7102 30.0245))",30.3252,-97.7773,82497.00,48453,48,16.32754,0.32638,15.70032,16.98002,Medium Metro,7,994,"1,358",35.9,16.7,13,732.5,28,10.5,210.00,21,22,7,0.05740,8.0,49.0
Trinity,0.16,"13,602",2176.32,63,3.56%,0.0464,5.93%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-16%,-1.26,"POLYGON((-95.3275 30.8595,-95.3967 30.8577,-95.3802 30.8801,-95.4343 30.9374,-95.4348 31.0581,-94.958 31.387,-94.9613 31.3493,-94.9023 31.3319,-94.8977 31.2582,-94.8749 31.2506,-94.8428 31.1467,-94.9391 31.042,-95.2002 30.8246,-95.231 30.8411,-95.2308 30.887,-95.2524 30.9067,-95.3129 30.8979,-95.3275 30.8595))",31.1046,-95.1246,82618.00,48455,48,20.96254,3.02444,15.86607,27.69902,Noncore,7,694,21,48.4,28,17,243.0,51,9.8,195.00,14,32,14,0.05930,9.3,78.5
Tyler,0.19,"19,798",3761.62,93,3.61%,0.0447,5.47%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.67,"POLYGON((-94.5617 31.0591,-94.4578 31.0335,-94.4505 31.0031,-94.4137 31.0265,-94.3442 31.0397,-94.3252 31.0203,-94.2932 31.0428,-94.2331 30.9906,-94.2449 30.9682,-94.2004 30.9293,-94.2152 30.9004,-94.193 30.8639,-94.1801 30.7956,-94.1501 30.7902,-94.1287 30.7446,-94.1258 30.6841,-94.0894 30.687,-94.0566 30.6553,-94.0948 30.5755,-94.0717 30.526,-94.5457 30.527,-94.658 31.012,-94.5617 31.0591))",30.7932,-94.3877,83442.00,48457,48,20.12257,2.44118,15.90428,25.46137,Noncore,7,924,22,42,31.8,16,220.2,49,9.3,183.00,13,29,11,0.05470,10.6,79.1
Upshur,0.19,"40,892",7769.48,256,4.79%,0.0546,6.13%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.54,"POLYGON((-95.1534 32.5701,-95.1521 32.9025,-94.7199 32.9045,-94.7059 32.8792,-94.7021 32.7931,-94.7018 32.6525,-94.7586 32.6597,-94.8202 32.5906,-94.9751 32.536,-94.987 32.5373,-95.0408 32.5324,-95.0933 32.5577,-95.1401 32.5499,-95.1534 32.5701))",32.7068,-94.9274,85037.00,48459,48,13.52907,1.4685,10.95622,16.70712,Small Metro,7,583,77,40.7,25.9,16,310.3,39,10.1,126.00,13,30,13,0.06130,8.1,80.3
Upton,0.18,"3,308",595.44,37,5.27%,0.0749,10.32%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,0,"POLYGON((-102.3181 31.6513,-102.2873 31.6513,-101.7758 31.6513,-101.7762 31.0798,-102.3012 31.0862,-102.3132 31.3746,-102.3181 31.6513))",31.369,-102.0443,85857.00,48461,48,12.284,3.34914,7.39023,20.42163,Noncore,7,"1,241",2,37,33.3,16,328.7,51,7.3,114.00,12,28,10,0.10320,1.7,42.3
Uvalde,0.16,"24,564",3930.24,225,4.94%,0.0568,6.42%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-17%,-0.98,"POLYGON((-100.1121 29.6233,-100.0142 29.6235,-99.6031 29.6272,-99.4118 29.6275,-99.4139 29.0913,-100.1114 29.0863,-100.1121 29.6233))",29.3551,-99.7622,86860.00,48463,48,8.00664,1.31547,5.8381,10.98139,Micropolitan,7,"1,552",16,34.1,30.9,16,440.4,58,8.2,80.00,16,31,10,0.06420,0.6,26.5
Val Verde,0.17,"47,586",8089.62,432,4.76%,0.0525,5.75%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.24,"POLYGON((-101.7609 29.7821,-101.7584 30.288,-100.9606 30.2878,-100.7004 30.2883,-100.6999 29.6239,-100.6991 29.4197,-100.711 29.3399,-100.7424 29.3297,-100.7461 29.2563,-100.7948 29.2416,-100.8761 29.2796,-100.8868 29.3078,-100.9507 29.3477,-101.0066 29.366,-101.0602 29.4587,-101.1519 29.477,-101.1738 29.5146,-101.2612 29.5368,-101.241 29.565,-101.2622 29.6306,-101.291 29.5715,-101.3116 29.5851,-101.3 29.6407,-101.3141 29.6591,-101.3632 29.6526,-101.3754 29.7018,-101.4156 29.7465,-101.4489 29.7507,-101.4558 29.788,-101.5392 29.7618,-101.5419 29.8108,-101.5758 29.7693,-101.7106 29.7617,-101.7609 29.7821))",29.7645,-101.0491,88874.00,48465,48,7.41347,0.95663,5.77419,9.51853,Micropolitan,7,"3,145",15,31.8,31.5,16,406.2,70,8.1,96.00,17,27,9,0.05750,1.3,14.9
Van Zandt,0.18,"59,541",10717.38,398,5.93%,0.0658,7.22%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.27,"POLYGON((-96.0768 32.8385,-95.9344 32.8372,-95.9224 32.8156,-95.8522 32.7716,-95.7947 32.776,-95.7027 32.7422,-95.6593 32.7114,-95.6352 32.7203,-95.5945 32.6871,-95.5943 32.4799,-95.5529 32.4534,-95.4493 32.3552,-96.0759 32.3575,-96.0768 32.8385))",32.6033,-95.8351,89268.00,48467,48,17.26131,1.45808,14.64003,20.35292,Noncore,7,843,79,42.2,21.4,15,198.0,35,10.3,212.00,15,27,11,0.07220,2.7,83.7
